COMPANY NAME,ADDRESS,CATEGORY,START DATE,EXPIRY DATE
Zulma Resources Limited,"SUITE 11, ASHLEY'S PLACE MALL , 1 ORCHID ROAD LEKKI LAGOS STATE NIGERIA",Collocation/Infrastructure  ,01/05/2022,30/04/2032
Telinno Consulting Limited,"Plot 10, Block 58A, Omorinre Johnson Street, Lekki Phase 1, Lagos State.",Collocation/Infrastructure  ,01/05/2022,30/04/2032
Standard Tower Nigeria Ltd,"Suite 208, Rock of Ages Plaza, Obafemi Awolowo Way, Utako District, Abuja",Collocation/Infrastructure  ,01/09/2022,31/08/2032
Sahel Telecoms Infrastructure Towers Limited,"No. 20 Kolawole Shonibare OffCoker Road, Ilupeju, Lagos.",Collocation/Infrastructure  ,01/04/2022,31/03/2032
Westax Solutions Limited,"No. 25B, Sunmola Street, Mende Maryland, Lagos.",Collocation/Infrastructure  ,01/09/2022,31/08/2032
Intercontra Initiatives Limited,"5 Dele Ogunbowale Crescent, off Whitesand school street, Ikate elegushi, Lekki right ",Collocation/Infrastructure  ,01/09/2022,31/08/2032
Cynox IT Ltd,"Plot 2978, Logone Close, Off Erie Crescent, Off Nile Street, Maitama",Collocation/Infrastructure  ,01/09/2022,31/08/2032
Digital Connect Infrastructure and Telecom Limited,"7, Saka Tinubu Street, Off Akin Adesola Street, Victoria Island, Lagos.",Collocation/Infrastructure  ,01/10/2022,30/09/2032
Zinzara Global Business Limited,"Flat 17, Ike Ekweremadu Avenue, Republic Layout, Independence Layout, Enugu.",Collocation/Infrastructure  ,01/09/2022,31/08/2032
Zora Communications Limited,"25 Bafaji Crescent Greenview Estate, Ogunfayo Eputu, Lekki.",Collocation/Infrastructure  ,01/10/2022,30/09/2032
Euglobe Solutions Limited,"No. 3, Association Close, Ogudu Ojota, Lagos.",Collocation/Infrastructure  ,01/10/2022,30/09/2032
Capivas Africa Limited,"63A Mainland Way, Dolphin Estate, Ikoyi, Lagos state.",Collocation/Infrastructure  ,01/06/2022,31/05/2032
Service Master Limited,"No. 10b, Osaro Isokpan Street, Off Fola Osibo Street, Lekki Phase 1, Lagos",Collocation/Infrastructure  ,01/06/2022,31/05/2032
ABC Engineering Limited,"No. 218B, Lola Holloway Street, Omole Phase 1, Ojodu, Lagos.",Collocation/Infrastructure  ,01/05/2022,30/04/2032
Goholts Global Limited,"No. 8, Akinsemoyin Street, Off Bode Thomas Street, Surulere, Lagos.",Collocation/Infrastructure  ,01/08/2022,31/07/2032
Pisi Mobile Services Limited,"5th Floor FF Millenium Towers, Plot 13 Ligali Ayorinde Street, Victoria Island, Lagos.",Collocation/Infrastructure  ,01/04/2023,31/03/2033
Rahamaniyya Construction and Engineering Coy Ltd,"No 10 Gimbiya Street, Area 11, Garki, Abuja.",Collocation/Infrastructure  ,01/05/2023,30/04/2033
Telco Network Integrated Limited,"No. 4B Oshogbo Close, Area 11, Garki, Abuja.",Collocation/Infrastructure  ,01/05/2023,30/04/2033
Meca Energy and Engineering Infrastructures Limited,"Plot 2542 Hassan Usman Katsina Street, Asokoro, Abuja.",Collocation/Infrastructure  ,01/04/2023,31/03/2033
Nipoj Global Services Limited,"No 30 Omerelu Street, GRA Phase 2, Port Harcourt, Rivers.",Collocation/Infrastructure  ,01/04/2023,31/03/2033
Camouflage Towers Limited,"No 1 ladipo oluwole street off Adeniyi Jones, Ikeja.",Collocation/Infrastructure  ,01/04/2023,31/03/2033
Imbil Telecom Solutions Nig Ltd,"No. 20, Adeshina Street, Off Obafemi Awolowo Road, Ikeja, Lagos.",Collocation/Infrastructure  ,01/09/2023,31/08/2033
Teledeus Nigeria Ltd,"No 4 Tiko Drive, Ugbeyiyi, Delta State.",Collocation/Infrastructure  ,01/09/2023,31/08/2033
Hakonix Technologies Limited,"Boya Place, Plot 1004 Ameh Ebute Street, Wuye, Abuja.",Collocation/Infrastructure  ,01/09/2023,31/08/2033
Royal Power And Energy Limited,"Plot 1218, Sam Adegbite Close, Off Amodu Ojikutu Street, VI, Lagos.",Collocation/Infrastructure  ,01/11/2023,31/10/2033
Axon Integrated Services Limited,"No 50 Diya Street, Gbagada, Lagos State.",Collocation/Infrastructure  ,01/05/2023,30/04/2033
Imago Services Limited,"2 Siji Soetan Street, Lekki, Lagos State.",Collocation/Infrastructure  ,01/04/2025,31/03/2035
Power Projects Limited,"40 NNPC ROAD, EJIGBO, LAGOS",Collocation/Infrastructure  ,01/05/2025,30/04/2035
M-Tech Renewables Ltd,"Pathfield Mall, Plot No. 34, Along 42 Road, By 4th Avenue Gwarinpa, Und Str. Setraco/Gishiri, Abuja.",Collocation/Infrastructure  ,01/07/2025,30/06/2035
Galaxy backbone Limited,"Plot 1243, Kur Mohammed Avenue, Central Business District, Abuja.",Collocation/Infrastructure  ,01/08/2025,31/07/2035
Communication And Renewable Energy Infrastructure Ltd,"Plot 3 Block 2, Oba Abiodun Yesufu Street, Oniru Estate, Victoria Island, Lagos State.",Collocation/Infrastructure  ,01/12/2025,30/11/2035
First Infrastructure Network Limited,"18 Fatai Koo Street, Agungi, Lekki, Lagos State",Collocation/Infrastructure  ,01/01/2026,31/12/2035
Naebass Integrated Services Nigeria Limited,"Plot 226, Suite 001, Basement Floor, FGBN Building Mortgage Bank, Off Tafawa Balewa Way, Central Business District, Abuja",Collocation/Infrastructure  ,01/05/2021,30/04/2031
Integrated Towers & Wireless Infrastructure Ltd,"32b Ladipo Oluwole Street, Off Adeniyi Jones Avenue, Ikeja. Lagos State.",Collocation/Infrastructure  ,01/05/2022,30/04/2032
Nova Track Limited,"11-12 Ibiyinka Olorunbe Close, Off Amodu Ojikutu Street, Victoria Island, Lagos.",AVTS  ,01/02/2023,31/01/2028
Arctic Spatials Limited,"1A ADENIJI STREET, ADENIJI ESTATE OFF WEMCO ROAD OGBA IKEJA",AVTS  ,01/12/2023,30/11/2028
Beta Bridges Limited,"5, Samuel Awoniy Street (2nd Floor), Off Salvation Road, Opebi, Ikeja, Lagos.",AVTS  ,01/12/2024,30/11/2029
Tracknet Limited,"6th Floor, Landmark Tower, 5b Water Corporation Road, Victoria Island, Lagos.",AVTS  ,01/06/2021,31/05/2026
Hitrack Concepts Limited,"No 25 Warehouse Road, Apapa, Lagos State.",AVTS  ,01/05/2022,30/04/2027
Codcknet Nigeria Limited,"No. 17/19 Oshopey Plaza, Allen Avenue, Ikeja, Lagos.",AVTS  ,01/05/2022,30/04/2027
Track and Trace Solutions Africa Ltd,"No 15A Oremeji Street, Ikeja, Lagos State.",AVTS  ,01/05/2022,30/04/2027
Capitalcore Outsourcing Limited,"Plot 26 Block M, Isolo Industrial Scheme, Apapa Oshodi Expressway, Lagos State.",AVTS  ,01/06/2021,31/05/2026
Tracify Logistics Solutions Ltd,"Suit F14B Febson Mall Wuse Zone 4, Herbert Macauley, FCT Abuja ",AVTS  ,01/09/2022,31/08/2027
Steadfast Tech Limited,"8A Zoo Road, Gidan Sharu Garba Mai-Rawni, Adjacent First Bank, Kano.",AVTS  ,01/06/2022,31/05/2027
Bonyk Technologies Limited,"9 Otunba Shola Fosudo Street, Liverpool Estate, Zone 2, Ijegun Egba, Satellite Town, Lagos",AVTS  ,01/05/2022,30/04/2027
Watchout Technology Services Limited,"3 Ladipo Kuku St, Allen, Ikeja. Lagos",AVTS  ,01/05/2022,30/04/2027
De Akasten Global Limited,"No 126 Obafemi Awolowo Way, Balogun, Ikeja, Lagos.",AVTS  ,01/04/2023,31/03/2028
Cnet Technology Ltd,"345 MB Aliyu Mustapha Boulevard, Wuye Abuja",AVTS  ,01/04/2023,31/03/2028
Nat Technologies Nigeria Limited,"33 Euphrates Street, Maitama, Abuja.",AVTS  ,01/05/2024,30/04/2029
Cotrac Satellite Systems Ltd,"7, Uyo Close, Off Emeka Anyaoku Street, Area 11 Garki, Abuja.",AVTS  ,01/12/2024,30/11/2029
Auto Tracker Nigeria Limited,"16B Mobolaji Bank Anthony Way, Maryland Lagos",AVTS  ,01/11/2021,31/10/2026
Cellstop Trackers Ltd,"37, Raymond Njoku Street, Off Awolowo Road, South - West Ikoyi, Lagos",AVTS  ,01/09/2023,31/08/2028
Primetrack Telematics Nigeria Limited,"Suite 209, Block A2-3 Sura Shopping Complex Obalende Lagos",AVTS  ,01/05/2023,30/04/2028
Topit Virtual Solutions Ltd,"2, Bilyaminu Usman Street, Off Ebitu Ekiwe Street, Jabi, Abuja.",MVNO Tier 1 ,01/05/2023,30/04/2033
Routelink Integrated Systems Ltd,"4th Floor, Africa Re House, Plot B1679, Karimu Kotun Street, Victoria Island, Lagos.",MVNO Tier 2 ,01/04/2023,31/03/2033
Hazon Technologies Limited,"9, Jogunomi Street, Gbagada Phase 2, Gbagada, Lagos.",MVNO Tier 2 ,01/04/2023,31/03/2033
Asel Telecom Nigeria Limited,"27, ACME Road, Agindingbi, Ikeja, Lagos.",MVNO Tier 2 ,01/05/2023,30/04/2033
Briclinks Africa Plc,"77, Nelson Mandela Street, Asokoro, Abuja.",MVNO Tier 2 ,01/05/2023,30/04/2033
Pisi Mobile Services Limited,"5th floor, FF Millenium Towers, Ligali Ayorinde, Victoria Island, Lagos.",MVNO Tier 2 ,01/04/2023,31/03/2033
Univasa Nigeria Limited,"No. 30A, Alternative Route, Chevron Drive, Lagos.",MVNO Tier 2 ,01/04/2023,31/03/2033
Imose Technologies Limited,"Imose Towers, 2 Prince Samuel Adedoyin Street, Ikate-Lekki. Lagos State",MVNO Tier 2 ,01/04/2023,31/03/2033
Infratel Limited,"11B General Ogomudia Boulevard, Lekki Phase 1, Lekki , Lagos",MVNO Tier 2 ,01/05/2023,30/04/2033
Telconix Networks Limited,"11 Kudirat Abiola Way, Oregun, Ikeja",MVNO Tier 2 ,01/06/2023,31/05/2033
Devos Communications Services Limited,"House 20 Yalinga Street, Wuse 2, F.C.T. Abuja",MVNO Tier 2 ,01/09/2023,31/08/2033
Emo Media Ltd,"No 45, Remi Fani Kayode Avenue, Ikeja, Lagos.",MVNO Tier 2 ,01/10/2023,30/09/2033
Amics Technologies Limited,"20, Oguntona Crescent, Gbagada Phase 1, Lagos.",MVNO Tier 3 ,01/05/2023,30/04/2033
Zegtel Limited,"No. 3, Ashabi Adedire Street, Apapa, Lagos.",MVNO Tier 3 ,01/05/2023,30/04/2033
Telewyz Limited,"13th Floor, Cocoa House Building, Oba Adepimpe Street, Dugbe, Ibadan, Oyo State",MVNO Tier 3 ,01/04/2023,31/03/2033
Siu Telecommunications Network Limited,"1 Towobola Street, Gbagada, Lagos State.",MVNO Tier 3 ,01/04/2023,31/03/2033
Abrindex Nigeria Limited,"Block C2 Asba and Dantata Estate, Life Camp, Abuja ",MVNO Tier 3 ,01/04/2023,31/03/2033
Metropolitan Consortium Nigeria Ltd,"21 Durban Street, Off Adetokumbo Ademola, Wuse 2, Abuja.",MVNO Tier 3 ,01/04/2023,31/03/2033
IPNX Nigeria Limited,"4, Balarabe Musa Crescent, Victoria Island Lagos",MVNO Tier 3 ,01/04/2023,31/03/2033
AEON Alliance Intel Limited,"11/12 Ibiyinka Olorunbe Close, Off Amodu ojikutu, VI, Lagos",MVNO Tier 3 ,01/09/2023,31/08/2033
Rapidlink Telekoms Limited,"5B Chief Collins Street, Lekki Lagos",MVNO Tier 3 ,01/10/2023,30/09/2033
Robert And John Limited,"42 Saka Tinubu Street, Victoria Island, Lagos",MVNO Tier 3 ,01/10/2023,30/09/2033
ZNL Communications Limited,32 Tunis Street Wuse Zone 6 Abuja ,MVNO Tier 3 ,01/10/2023,30/09/2033
Geniex-Tech Nigeria Limited,"No 2A, Isaac John Street, Ikeja GRA, Lagos.",MVNO Tier 3 ,01/09/2023,31/08/2033
Vitel Wireless Limited,"3C Durban Street, Wuse 2, Abuja.",MVNO Tier 3 ,01/10/2023,30/09/2033
Deistech Solutions Limited,"3rd Floor, The Lennox Mall, Admiralty Way, Lekki, Lagos.",MVNO Tier 3 ,01/10/2023,30/09/2033
Naebass Integrated Services Nigeria Limited,"Basement Suite 001, Mortgage House, Plot 266, Tafawa Balewa Way, CBD, Abuja.",MVNO Tier 3 ,01/10/2023,30/09/2033
Telvida Int'l Systems Limited,"Plot PC 12 Churchgate Street, Victoria Island, Lagos State.",MVNO Tier 3 ,01/06/2024,31/05/2034
Imbil Telecom Solutions Nig. Ltd,"No. 20, Adeshina Street, Off Awolowo Way, Ikeja, Lagos.",MVNO Tier 4 ,01/04/2023,31/03/2033
Environmental Expressions Limited,"Plot 657 Atiku Abubakar Way, Idu Industrial Area C16, lifecamp, FCT North, Abuja.",MVNO Tier 4 ,01/05/2023,30/04/2033
DMK Telecommunication Nig Ltd,No 1 olufemi ojo street shasha Road Akowonjo Lagos ,MVNO Tier 4 ,01/05/2023,30/04/2033
Holla Tags Limited,"No 21A, Oluwakayode Jacobs Crescent, Lekki Phase 1,Lagos.",MVNO Tier 4 ,01/06/2023,31/05/2033
Connectivity Infrastructure Services Limited,"10th Floor, Alliance Place, 33A Alfred Rewane Road, Ikoyi, Lagos State.",MVNO Tier 4 ,01/10/2023,30/09/2033
Go-Wireless Limited,"1E, Sinari Daranijo Street, Victoria Island, Lagos.",MVNO Tier 4 ,01/12/2023,30/11/2033
Fog Global Technologies Ltd,"Block C, No. 2, Amazon River Close, Maitama, Abuja.",MVNO Tier 4 ,01/01/2024,31/12/2033
Systegra Technologies Limited,"Plot 1648C, Oko Awo Street, Victoria Island, Lagos.",MVNO Tier 5 ,01/04/2023,31/03/2033
Choffan Communications Limited,"17B Karaye Crescent, Garki, Abuja.",MVNO Tier 5 ,01/05/2023,30/04/2033
Mab Consultant and Associates Ltd,"114 Kwame Nkurumah Street, Asokro, Abuja-FCT.",MVNO Tier 5 ,01/05/2023,30/04/2033
H & Y Business Global Limited,"Plot 3775, Aliyu Modibo Street, Cadastral Zone, Asokoro Extension(within the old Nigerian Custom Broadcasting Network Building), Abuja.",MVNO Tier 5 ,01/04/2023,31/03/2033
Taima Technologies Ltd,"21, Akin Ogunlewe Road, Victoria Island, Lagos",MVNO Tier 5 ,01/04/2023,31/03/2033
Global Communications Extension Services Ltd,"15, Hamza Abdullahi Close, Off Mamman Nasir Street, Asokoro, Abuja.",MVNO Tier 5 ,01/05/2023,30/04/2033
USK(S) Ventures International Ltd,"No.2B Mekong Crescent, Maitama, Abuja",MVNO Tier 5 ,01/04/2023,31/03/2033
Paribas Communications Limited,"1 Gwani Street, Wuse Zone 4, Abuja.",MVNO Tier 5 ,01/05/2023,30/04/2033
Fourth Industrial Skills Consult Limited,"Grandscope Building, No 11 Mogadishu Street wuse zone 4 , Abuja",MVNO Tier 5 ,01/05/2023,30/04/2033
Mobilise Communication Limited,"No 6, Angola Street, Off Asamankese Street, Wuse Zone 2, Abuja.",MVNO Tier 5 ,01/06/2023,31/05/2033
Vas2nets Technologies Limited,"Seth House, 5 Stella Sholanke Street, International Airport Road, Ajao Estate, Lagos State.",MVNO Tier 5 ,01/03/2024,28/02/2034
Mobinius Africa Limited,"Educational Cooperation Society Building, Ahmed Onibudo Street, Victoria Island, Lagos State.",A2P  ,01/02/2026,31/01/2031
Rosobqaj Global Ventures Nig Limited,"7, Yedseram Street, Off IBB Boulevard, Maitama, Abuja.",A2P  ,01/02/2026,31/01/2031
