COMPANY NAME,ADDRESS,CATEGORY,START DATE,EXPIRY DATE
Nazeemah Engineering Limited,"SUITE 004,AHCN TOWERS BESIDE ROYAL MASTER COLLEGE ALAUSA IKEJA",Sales & Inst Major ,01/08/2022,31/07/2027
Ezzential Global Services Limited,"3rd Floor, Olatunji House, 299 Ikorodu road, By Idi-Iroko Bus Stop, Lagos.",Sales & Inst Major ,01/08/2022,31/07/2027
Telecomatic Limited,"Plot 3 Block 72, Dr. Omon Ebhomenye Street, Lekki Phase 1 Admiralty",Sales & Inst Major ,01/09/2022,31/08/2027
Jarus Imperial Nigeria Limited,"No. 32, James Robertson Street, Off Masha/Akerele Street, Surulere, Lagos.",Sales & Inst Major ,01/09/2022,31/08/2027
Springcell Integrated Technology Limited,"8, Sabiu Ajose Street, Off Modupe Johnson Avenue, Surulere, Lagos",Sales & Inst Major ,01/10/2022,30/09/2027
Najcom Technologies Limited,"Suite 4, LSDPC complex, Alaka, Surulere, Lagos",Sales & Inst Major ,01/11/2022,31/10/2027
IENG Nigeria Ltd,"Block 3, Plot 2, Oba Abiodun Yesufu Way, Oniru Estate, Victoria Island, Lagos. / 19 Saka Tinubu Street, Victoria Island, Lagos State.",Sales & Inst Major ,01/11/2022,31/10/2027
Carville Integrated Ventures Ltd,"Block A4, Suite 16 Sura Complex Simpson Street Lagos- Island",Sales & Inst Major ,01/11/2022,31/10/2027
Thekan Services Company Limited ,"Plot 1, Arch John Agabri Street, Happyland Estate, Km 23 Lekki Epe Expressway",Sales & Inst Satellite ,01/12/2022,30/11/2027
Telenoetica Limited,"12-C, Oko Awo Street, Victoria Island, Lagos.",Sales & Inst Major ,01/03/2023,29/02/2028
TBD Integrated Company Limited,"No. 11, Bolade Babarinde Street, Arepo, Ogun State.",Sales & Inst Major ,01/03/2023,29/02/2028
Reime West Africa Limited,"27a Royal Palm Avenue Osborne Estate Phase II, Ikoyi, Lagos.",Sales & Inst Major ,01/04/2023,31/03/2028
Aggilis LM West Africa Limited(Agilis Technologies Limited),"1 Elegba Festival Drive, Off Abila Abiodun Oniru Road, Victoria Island, Lagos",Sales & Inst Major ,01/05/2023,30/04/2028
Kaid Global Resources Nig Ltd,"3 Alhaji Adekunle Bisi Street, Ogudu GRA Lagos.",Sales & Inst Major ,01/05/2023,30/04/2028
Tydacomm Limited,"Road 14, K28-k31,Abonta Court, Victoria Garden City, Lagos.",Sales & Inst Major ,01/01/2023,31/12/2027
Nuveras Technologies Limited,"14, Anthony Udoh Street, Ajoa Estate, Isolo, Lagos.",Sales & Inst Major ,01/09/2023,31/08/2028
Snowview Support Services Limited,"No7, Salvation Street, Off Ada George Road, Portharcourt, Rivers State.",Sales & Inst Major ,01/09/2023,31/08/2028
Backbone Engineering Nigeria Limited,"Plot 28, Alhaji Ola Kazeem Street, Graceland Estate, Idimu, Lagos.",Sales & Inst Major ,01/10/2023,30/09/2028
Rigger Vicnk Limited,"21, Olufemi Street, Off Nathan Street, Ojuelegba, Surulere, Lagos State.",Sales & Inst Major ,01/12/2023,30/11/2028
CITCC Nigeria Limited,"14, Bamako Street, Wuse Zone 1, Abuja.",Sales & Inst Major ,01/01/2024,31/12/2028
Daomays Nigeria Limited,"22b Prof Kiumi Akingbehin Str, Lekki Phase 1, Lagos",Sales & Inst Major ,01/12/2023,30/11/2028
Nokia Solutions and Networks Nigeria Limited,"CBC Towers, 11 Olubunmi Owa Street, Off Admiralty Way, Lekki Phase 1, Lagos.",Sales & Inst Major ,01/11/2023,31/10/2028
Teeps Project & Consult Limited,"No. 1, Muri Okunola Road, Victoria Island, Lagos.",Sales & Inst Major ,01/07/2024,30/06/2029
Africa Mobile Network Communication Ltd,"The Regent Place, Plot MF 15, Murtala Mohammed Expressway, Kubwa, Abuja.",Sales & Inst Major ,01/07/2024,30/06/2029
03 International Ltd,"No. 4, Olukuewu Close, Off Liberty Stadium Road, Ibadan, Oyo State.",Sales & Inst Major ,01/10/2024,30/09/2029
Bolamark Engineering Limited,"Plot 18D, Rafiu Babatunde Tinubu Road, Amuwo-Odofin, Mile 2, Lagos.",Sales & Inst Major ,01/11/2024,31/10/2029
Secure & Trusted Alliance Services Limited,"No. 47, Abiodun Oshowole Close, Off Allen Avenue, Ikeja, Lagos.",Sales & Inst Major ,01/11/2024,31/10/2029
Delayus Networks Nigeria Limited,"No. 62, Oregun Road, Ikeja, Lagos.",Sales & Inst Major ,01/04/2024,31/03/2029
Bedrock Multi Functions Limited ,"30, Land Bridge Avenue, Oniru, Victoria Island, Lagos.",Sales & Inst Major ,01/12/2025,30/11/2030
Adriot Global Services Limited,"Suite 7, Second floor, Nwaifa Plaza, East West Road, Opposite Omega House, Rumuodara, Port Harcourt, Rivers State.",Sales & Inst Major ,01/03/2021,28/02/2026
Lomachi Ventures Limited,"106/108, APAPA-OSHODI EXPRESSWAY, 1ST FLOOR STARLINK GLOBAL BUILDING, ISOLO, LAGOS.",Sales & Inst Major ,01/04/2021,31/03/2026
Wagitel Communications Ltd,"Plot 983, Ahmadu Bello Way, Apo, Abuja.",Sales & Inst Major ,01/04/2021,31/03/2026
BT Technologies Limited,"6th Floor, Bookshop House, No 50/52 Broad Street, Marina, Lagos.",Sales & Inst Major ,01/03/2021,28/02/2026
Integrated Wi-Cell Solutions PVT Ltd,"No 2A, Agbeke Rotinwa Close, Dolphin Extension, Ikoyi, Lagos.",Sales & Inst Major ,01/05/2021,30/04/2026
Mantrac Nigeria Limited,"2, Billingsway, Oregun Industrial Estate, Ikeja, Lagos.",Sales & Inst Major ,01/05/2021,30/04/2026
Vovida Communications Ltd,"Penthouse 2, Omega Centre, Plot 52, Aminu Kano Crescent, Wuse 2, Abuja.",Sales & Inst Major ,01/06/2021,31/05/2026
Oak Builders Resources West Africa Limited,"41b, Ladoke Akintola Street, GRA Ikeja, Lagos.",Sales & Inst Major ,01/06/2021,31/05/2026
Baube Solutions Nigeria Ltd,"SCCN House, Plot 184, Ademola Adetokunbo Crescent, Wuse 2, Abuja.",Sales & Inst Major ,01/06/2021,31/05/2026
Star Solution Limited,"Suite 110-113, FAMOUS HOUSE, NO. 74, ISHERI ROAD, (BESIDE FRSC), OJODU, LAGOS ",Sales & Inst Major ,01/06/2021,31/05/2026
Virtual Advance System PVT Limited ( Formerly Project Support Services Limited),"No. 20B, Katsina-Ala Crescent, Maitama, Abuja.",Sales & Inst Major ,01/06/2021,31/05/2026
Connectivity Infrastructure Services Limited,"10th Floor, Alliance Place, 33a Alfred Rewane Road, Ikoyi, Lagos.",Sales & Inst Major ,01/07/2021,30/06/2026
Telesuprecon Nigeria Limited,"No. 27, Maikripa Babatunde Anjous Avenue, Lekki Phase 1, Lagos.",Sales & Inst Major ,01/05/2021,30/04/2026
Tyllium Nigeria Limited,"D51, Landbridge  Avenue, Millennium Estate, Oniru, Lagos.",Sales & Inst Major ,01/03/2021,28/02/2026
Mcemtol Consulting Limited,"No 18A Aknabi Disu Street, Lekki Phase 1, Lagos.",Sales & Inst Major ,01/09/2021,31/08/2026
Wapabas Engineering Construction Limited,"Luxury B, Eleganza Oluwanishola Estate, Lekki/Epe Expressway, Lagos.",Sales & Inst Major ,01/03/2021,28/02/2026
Jorac's Engineering and Project International Nig. Ltd,"PLOT 9A, AJUMOBI STREET OFF ACME ROAD ,AGIDINGBI IKEJA",Sales & Inst Major ,01/04/2021,31/03/2026
ETNS Project Solutions Nig. Ltd,"No. 21B, Olori Muyibat Oyefusi Street, off Fola osibo, Lekki Phase 1, Lagos.",Sales & Inst Major ,01/03/2022,28/02/2027
Taicom Tech Limited,"21 Akin Ogunlewe Street, Victoria island lagos",Sales & Inst Major ,01/06/2021,31/05/2026
Layer3 Limited,"14 YPO Shodeinde Street, Utako Abuja",Sales & Inst Major ,01/05/2022,30/04/2027
Starlink Internet Services Nigeria Ltd,"2nd Floor, Mulliner Towers, 39 Alfred Rewane Road, Ikoyi, Lagos.",Sales & Inst Major ,01/05/2022,30/04/2027
Site and Services Translational Limited,"No 17 Lafiya Road, U/Rimi, Zaria, Kaduna State.",Sales & Inst Major ,01/06/2022,31/05/2027
Western Buckland Nigeria Limited,"Plot 556, Block B6, Deborah Dahunsi Street, Magodo, Lagos State.",Sales & Inst Major ,01/11/2021,31/10/2026
Telinno Consulting Limited,"Plot 10,Block 58A Omorinre Johnson Street, Lekki Phase 2, Lagos State.",Sales & Inst Major ,01/05/2022,30/04/2027
Centu-Serve Limited,"No. 6, Olayiwola Street, New Oko-Oba, Agege, Lagos State.",Sales & Inst Major ,01/05/2022,30/04/2027
LTF Intro Spect Ltd,"5th floor, NSE building, 1012 Sani Abacha Way, Central Business District, FCT Abuja",Sales & Inst Major ,01/06/2022,31/05/2027
Spade Telecom & IT Limited,"No 9, Oba Akaran Avenue, Ikeja, Lagos.",Sales & Inst Major ,01/05/2022,30/04/2027
Trend of Mercy Services Limited,"No 7  LONGE STREET, OFF LATEEF JAKANDE ROAD, AGIDINGBI-OGBA, IKEJA-LAGOS ",Sales & Inst Major ,01/05/2022,30/04/2027
W & K Multi Services Limited,"No 38 Ajibola Oluwatoyin Street, Eyita Estate, Ikorodu, Lagos",Sales & Inst Major ,01/08/2022,31/07/2027
Applicentric Ltd,"18, Ibikunle Street off Moore Road, Sabo-Yaba",Sales & Inst Major ,01/09/2022,31/08/2027
ABC Engineering Limited,"No. 2185, Lola Holloway, Omole Phase 1, Ojodu, Lagos.",Sales & Inst Major ,01/05/2022,30/04/2027
Cynox IT Ltd,"Plot 2978 Logone Close, Off Eric Crescent, Off Nile Street, Maitama, Abuja.",Sales & Inst Major ,01/01/2023,31/12/2027
Grim & Green Consult Ltd,"Suite F12 Millipat Plaza, Near City Gate, Umaru Musa Yar'adua Way, Abuja.",Sales & Inst Major ,01/01/2023,31/12/2027
Husmanasirat Nigeria Ltd,"No 1 Kachia Road Opp Railway Station Jumaat Mosque, Kaduna South, Kaduna State",Sales & Inst Major ,01/01/2023,29/02/2028
Silicon Base Limited,"9, Sambrerio Crescent Off, Limpopo Street, Maitama, Abuja.",Sales & Inst Major ,01/02/2023,31/01/2028
Axon Integrated Services Ltd,"50, Diya Street, Gbagada, Lagos.",Sales & Inst Major ,01/02/2023,31/01/2028
QSA Nigeria Limited,"Suite 3, 3rd Floor, Block G, Wing G, Bassan Plaza, Independence Avenue, Central Business District, Abuja.",Sales & Inst Major ,01/10/2022,30/09/2027
Transmobile Technology Limited,"97a Gidan Dya House Estate, Kaeshi-Orozo Road, Abuja.",Sales & Inst Major ,01/09/2021,31/08/2026
Ziali International Limited,"8b Enugu Street  Rumuobiakani Estate, Port Harcourt,  Rivers state. ",Sales & Inst Major ,01/03/2023,28/02/2028
Rahamaniyya Construction and Engineering Coy Ltd,"No 10, Gimbiya Street, Area 11, Garki Abuja.",Sales & Inst Major ,01/05/2023,30/04/2028
Telco Network Integrated Limited,"No. 4B Oshogbo Close, Area 11, Garki, Abuja.",Sales & Inst Major ,01/05/2023,30/04/2028
Solidester Nigeria Limited,"No. 10, Zoo Road, 1st Floor, Amana Plaza, Kano State.",Sales & Inst Satellite ,01/04/2023,31/03/2028
T.K Telecoms Limited,"No 15 Abddou Diouf Street, Asokoro Abuja.",Sales & Inst Major ,01/05/2023,30/04/2028
Greig Technologies Ltd,"10 Anuoluwapo Close, Off Opebi Road, Ikeja. Lagos",Sales & Inst Major ,01/04/2023,31/03/2028
Transsion Manufacture Ng Limited,"ATG House, No 2A Isaac John Street, GRA Ikeja, Lagos.",Sales & Inst Major ,01/05/2023,30/04/2028
Workscope Projects Limited,"House 2, Panalpina Road, AMAC Estate Extension, Lugbe, Abuja.",Sales & Inst Major ,01/06/2023,31/05/2028
Oakbat Engineering Services Limited,"No. 59, Isolo Road, Mushin, Lagos.",Sales & Inst Major ,01/06/2023,31/05/2028
Vritansh Technologies and Solutions Private Ltd,"18 Badejo kalesanwo Street, Mushin, Lagos State.",Sales & Inst Major ,01/06/2023,31/05/2028
Secharo Nigeria Limited,"No. 35, Abina Street, Off Randle Avenue, Surulere, Lagos.",Sales & Inst Major ,01/06/2022,31/05/2027
Brolaz Engineering Limited,"Bolajoko Close After Lasena Water Company, Rainbow FM Road, OPIC Isheri, Lagos.",Sales & Inst Major ,01/09/2023,31/08/2028
Foxfire Technologies Ltd,121 SHERIFAT ADENUSI AVENUE ACO ESTATE LIFECAMP ABUJA,Sales & Inst Major ,01/09/2023,31/08/2028
Eudor Innovation Limited,"Suit 522, The Kings Plaza, Ahmadu Bello Way, Kado, Abuja.",Sales & Inst Major ,01/09/2023,31/08/2028
Gel Synergy Solutions Limited,"4th Floor Suite 14 A City Plaza, Das Close, Area 11, Garki Abuja",Sales & Inst Major ,01/09/2023,31/08/2028
Koryahn Technologies Limited,"No 23, Alli-Asekun Street, Off Olojojo Bus Stop, Oworonshoki, Lagos State.",Sales & Inst Major ,01/09/2023,31/08/2028
Imbil Telecom Solutions Nig. Ltd,"No 20, Adeshina Street, Off Awolowo Road, Ikeja, Lagos.",Sales & Inst Major ,01/09/2023,31/08/2028
EL-Hosp Diamond Limited,"No 9, Ajiboye Street, Ogunlowo Estate, Ikeja, Lagos.",Sales & Inst Major ,01/09/2023,31/08/2028
Lenox Reed Ltd,"Plot A13B, Eden Garden Estate, Lekki-Ajah, Express way, Abraham Adesanya, Ajah, Lagos.",Sales & Inst Major ,01/09/2023,31/08/2028
Kilang Telecommunication Services Ltd,"10, Opp. First Bank, Yola Road, Kaltungo, Gombe State.",Sales & Inst Major ,01/09/2023,31/08/2028
Ressonance Technologies Limited,"C13, Classic Avenue, Northstar Garden Estate, Galadimawa, Abuja",Sales & Inst Major ,01/09/2023,31/08/2028
Dukalix Ltd,"Plot 2368, Barnabas Germade Road, Genabey, Off welfare Quarters, Makurdi, Benue ",Sales & Inst Major ,01/10/2023,30/09/2028
Vergent Integrated Services Limited,"No. 10, Adetoro Famuyiwa Street, Ikotun-Egbe, Lagos State",Sales & Inst Major ,01/09/2023,31/08/2028
Emmat Engineering Limited,"3, BILLING WAY (ELEGANZA COMPLEX), Lagos.",Sales & Inst Major ,01/10/2023,30/09/2028
Jimsar Engineering Limited,"7C, Tawakalitu grammar School, Offa, Kwara State.",Sales & Inst Major ,01/10/2023,30/09/2028
Panel Projects Limited,"No. 22 Solotan Adetuberu Street, Ikolaba Estate, Ibadan, Oyo State.",Sales & Inst Major ,01/09/2023,31/08/2028
7 Six Solutions Nigeria Limited,"5 Ufedo Close, Rukpakulusi New layout Eliozu, Port Harcourt, Rivers State.",Sales & Inst Major ,01/11/2023,31/10/2028
Hurlag Technologies Limited,"32A, Ladipo Oluwole Street, Off Adeniyi Jones Avenue, Ikeja, Lagos State.",Sales & Inst Major ,01/11/2023,31/10/2028
Faska Telecoms And Engineering Services Limited,"Plot 21 Block 12, Kalejaiye Street, Magodo Phase 1, Isheri, Lagos State.",Sales & Inst Major ,01/09/2023,31/08/2028
Atorj Technology Limited,"2nd Floor, Olajire House, 3 Ilupeju Bye Pass Road, Ilupeju, Lagos State.",Sales & Inst Major ,01/10/2023,30/09/2028
Voguetek And Engineering Ltd,"No. 31Fatai Irawo Street, Ajao Estate, Isolo, Lagos.",Sales & Inst Major ,01/10/2023,30/09/2028
Festus Akanni Enterprises Nigeria Limited,"4, Alhaji Akorede Street, Abule-Egba, Lagos.",Sales & Inst Major ,01/11/2023,31/10/2028
Emex Global Investments Limited,"30, Oroazi Road, Port Harcourt, Rivers State.",Sales & Inst Major ,01/10/2023,30/09/2028
TSI Infrastructures & Communications Limited,"Block 41a, Gasper Close, TOS Benson Estate, Agric - Ikorodu, Lagos State.",Sales & Inst Major ,01/12/2023,30/11/2028
Multiteam Concepts Limited,"Suite 27, LSDPC Shopping Mall, Ijaye Phase 3, Ogba, Lagos State.",Sales & Inst Major ,01/11/2023,31/10/2028
Makasa Sun Nigeria Limited,"No 56, Adebola Street, Off Adeniran Ogunsanya Street, Surulere, Lagos State.",Sales & Inst Major ,01/05/2022,30/04/2027
Skypo Technologies Limited,"No 11, Wole Ogunjimi Street, Off Agbaoku Street, Opebi-Ikeja, Lagos State.",Sales & Inst Major ,01/12/2023,30/11/2028
Ivory Global Tele-Solutions Limited,"Suit 402 Shashilga Court, Ahmadu Bello Way, Jahi district",Sales & Inst Major ,01/12/2023,30/11/2028
Tenyards Investments Limited,"No 29B, Ezukuse Close, Off Sakiru Anjorin Street, Lekki Phase 1. Lagos State.",Sales & Inst Major ,01/05/2022,30/04/2027
Digital Options Engineering Nigeria Limited,"Plot 33347 Fwavei, Behind Deeper Life Auditorium, Rayfield , Plateau.",Sales & Inst Major ,01/02/2024,31/01/2029
Spectranet Limited,"Plot 36B, Mobolaji Johnson Avenue, Oregun Industrial Estate, Ikeja, Lagos.",Sales & Inst Satellite ,01/02/2024,31/01/2029
Linkorg Networks Ltd,"177B, Sinari Daranijo Street, Victoria Island, Lagos State.",Sales & Inst Satellite ,01/10/2023,30/09/2028
Black And Noble Integrated Resources Limited,"16 Bangui Street, Wuse 2, Abuja.",Sales & Inst Major ,01/02/2024,31/01/2029
Ouranos Technologies Limited,"19B Community Road, Off Allen Avenue, Ikeja, Lagos State.",Sales & Inst Major ,01/12/2023,30/11/2028
Ridgecrest Transatlantic Nigeria Limited,"1 Okabure Street, Off Uku Isoko Jakpa Road, Effurun, Delta State.",Sales & Inst Major ,01/02/2024,31/01/2029
Telserve Networks Limited,"19 Ajao Road, Off Adeniyi Jones Street, Ikeja, Lagos State.",Sales & Inst Major ,01/02/2024,31/01/2029
Umoyanet Limited,"No. 9, Tema Street, Wuse Zone 6, Abuja.",Sales & Inst Satellite ,01/03/2024,28/02/2029
Koryahn Technologies Limited,"No 23 Alli - Asekun Street, Off Olojojo Bus Stop, Oworonshoki, Lagos State.",Sales & Inst Major ,01/09/2023,31/08/2028
Accat Contracting Limited,"No 6 Bayo Kuku Road, Ikoyi, Lagos State.",Sales & Inst Major ,01/03/2024,28/02/2029
Mobax Telecoms Nigeria Limited,"Block 136, Plot 6C, Lekki Residential Scheme, Phase 1, Lagos State.",Sales & Inst Major ,01/03/2024,28/02/2029
Sulfman Consulting Ltd,"AP-B15 Amac Plaza, Kabale Close, Wuse Zone 3, Abuja.",Sales & Inst Satellite ,01/06/2024,31/05/2029
Dong-Shi International Technology Ltd,"20 Oba Akinjobi Way, Ikeja, Lagos State.",Sales & Inst Major ,01/05/2024,30/04/2029
Emmavic Engineering Limited,"7, Akingbola street, Oregun, Ikeja, Lagos",Sales & Inst Major ,01/05/2024,30/04/2029
Faith Links Systems Limited,"29 Fatai Durusinmi Etti-Crescent, Off Ligali Ayorinde, Victoria Island, Lagos State.",Sales & Inst Major ,01/05/2024,30/04/2029
Avanti Satellite Communications Services Limited,"9th Floor, Heritage Place, 21 Lugard Avenue, Ikoyi, Lagos State.",Sales & Inst Satellite ,01/05/2024,30/04/2029
Alphabet Networks Limited,"Plot No 367 BOSA/159 Ext 1 Off Old Molai Road, Maiduguri, Borno State.",Sales & Inst Major ,01/01/2024,31/12/2028
Aliant Technology Ltd,"16, Emma Abimbola Cole Street, Lekki Phase 1,  Lekki,Lagos, Nigeria",Sales & Inst Major ,01/06/2024,31/05/2029
Oj Bem Global Ltd,"Plot 17, Prince Adedeji Ajose, Ogudu GRA Phase 2, Lagos State.",Sales & Inst Major ,01/06/2024,31/05/2029
Inyass Engineering Limited,"6, Mojidi Street, Off Toyin Street, Ikeja, Lagos State.",Sales & Inst Major ,01/04/2024,31/03/2029
Kemkol Integrated Services Limited,"Covel plaza, Alternate Bank working space, Malete second bus stop opposite Beachwood Estate lekki - Epe Express way Ibeju lekki Lagos State.",Sales & Inst Major ,01/06/2024,31/05/2029
Dalatel Limited,"29C Kofo Abayomi Street, Victoria Island, Lagos State.",Sales & Inst Major ,01/06/2024,31/05/2029
Teltronica Systems Limited,"30 STEPHEN SHEKARI AVENUE, BARNAWA, KADUNA.",Sales & Inst Major ,01/06/2024,31/05/2029
Airtel Nigeria Telesonic Limited,"Plot L2, 401 Close, Banana Island, Ikoyi, Lagos State.",Sales & Inst Major ,01/07/2024,30/06/2029
Omnicom Solutions Limited,"15, Bola Sonoiki Avenue, Ogudu GRA, Lagos State.",Sales & Inst Major ,01/10/2024,30/09/2029
Moaa Tech Nigeria Limited,"Suite 307, Plot 309, The Kings Plaza, Abuja.",Sales & Inst Major ,01/10/2024,30/09/2029
Telesphere Ltd,"Plot 264, Ahmadu Bello Way, Mabushi Und St, Jahi, Abuja.",Sales & Inst Major ,01/11/2024,31/10/2029
Ultimate Zone Limited,"287A, AKIN OLUGBADE STREET, VICTORIA ISLAND, LAGOS",Sales & Inst Major ,01/11/2024,31/10/2029
RS Engineering Global Limited,"Block 4, (Upper Floor) Edewor Shopping Centre, 54 Effurun/Sapele Road, Warri, Delta State.",Sales & Inst Major ,01/11/2024,31/10/2029
De'elites Globalserve Limited,"5, Innocent Eke Close, Off Ilom Street, Ezegbaka Gbaka, Port Harcourt, Rivers State.",Sales & Inst Major ,01/11/2024,31/10/2029
Intertel Nigeria Limited,"9, Ayanboye Street, Off Faramobi Ajike Street, Anthony Village, Lagos State.",Sales & Inst Major ,01/11/2024,31/10/2029
Meed Networks Limited,"34 Burundi Street, Off Dambia Street, Zone 5, Wuse, Abuja, FCT",Sales & Inst Major ,01/12/2024,30/11/2029
Compu-Graph Systems Limited,"8 Concord Way, Precision House, MMA1, Domestic Airport, Lagos State.",Sales & Inst Major ,01/11/2024,31/10/2029
Bolfund Global Services Nigeria Limited,"Suite B52 Road 2, Ikota Shopping Complex, Lekki, Lagos State.",Sales & Inst Major ,01/09/2023,31/08/2028
OKK Global Resources Limited,"38 Olonode Street Alagomeji Off Herbert Macaulay Yaba, Lagos State.",Sales & Inst Major ,01/10/2022,30/09/2027
Impulso Integrated Services Limited,"16B, Salvation Road, Opebi, Lagos State.",Sales & Inst Major ,01/12/2024,30/11/2029
The Formatic Telecommunication Services Ltd,"14, Victor Ikwuemesi Street, Idado, Lekki, Lagos State.",Sales & Inst Major ,01/02/2025,31/01/2030
Thierry Technologies Nigeria Limited,"2 Okoroji Maryann Obianuju 4, Road 11, House 18, Ikota Villa Estate, Eti-Osa, Lagos State",Sales & Inst Major ,01/04/2025,31/03/2030
Digiconnect Infrastructure Limited,"8, Montgomery Road, Yaba, Lagos",Sales & Inst Satellite ,01/04/2025,31/03/2030
Intelligra Solutions Limited,"15B KOFOWOROLA CRESCEN, OFF OBAFEMI AWOLOWO WAY, IKEJA LAGOS",Sales & Inst Major ,01/04/2025,31/03/2030
First Infrastructure Network Limited,"18 Fatai Koo Street, Agungi, Lekki, Lagos State",Sales & Inst Major ,01/06/2025,31/05/2030
Multiforte Resources Ltd,"No 14, Hon Adedeji Street, Ikate, Elegushi, Lagos State.",Sales & Inst Major ,01/06/2025,31/05/2030
Global Innovations In Communication Operation And Management Ltd,"17 Ligali Ayorinde Street, Ark Towers, Victoria Island, Lagos State.",Sales & Inst Major ,01/06/2025,31/05/2030
Geniserve Limited,"34A, Oduduwa Way, GRA Ikeja, Lagos.",Sales & Inst Major ,01/07/2025,30/06/2030
Akma Engineering Nigeria Limited,"35 Olowu Street, Ikeja, Lagos.",Sales & Inst Major ,01/07/2025,30/06/2030
Hamnes Communications Services Limited,"3rd floor TAPA house,  45 Imam Dauda Street Off Eric Moore Road Surulere Lagos",Sales & Inst Major ,01/07/2025,30/06/2030
Captain Templers Investment Limited,Plot 8 Liberty (Otti ) Close. Off Stealean Road. Elelenwo. Port Harcourt. Rivers State.,Sales & Inst Major ,01/07/2025,30/06/2030
Skarf Limited,"No. 23, Ogidi Crescent, Lekki Phase 1, Ibeju-Lekki, Lagos.",Sales & Inst Major ,01/07/2025,30/06/2030
Dav-Ric Nigeria Limited,"Plot 26A, Block 22, Rachael's Place, Alaafin Avenue, Oluyole Extension, Ibadan, Oyo.",Sales & Inst Major ,01/07/2025,30/06/2030
Kropmann Konsult Limited,"274 Ajose Adeogun Street, Victoria Island, Lagos.",Sales & Inst Satellite ,01/07/2025,30/06/2030
Rignet Communications Limited,"No. 1, Badagry Street, Ikeja, Lagos.",Sales & Inst Major ,01/07/2025,30/06/2030
Gisgood Ventures Limited,"6, Bolodeoku Street, Dideolu Estate, Beside First Bank, Ogba, Lagos.",Sales & Inst Major ,01/07/2025,30/06/2030
Ove Arup and Partners Nigeria Limited,"26, McCarthy Street, Onikan, Lagos State.",Sales & Inst Major ,01/07/2025,30/06/2030
Akibloom Pedegree Limited,"Suite 8, City Mall, Onikan, Lagos State.",Sales & Inst Major ,01/07/2025,30/06/2030
Swing Energy Limited,"53, Obasanjo/Eliozu Airport By-Pass, Eliogbolo, Port-Harcourt, Rivers State.",Sales & Inst Major ,01/05/2025,30/04/2030
Intelligence Era Nigeria Limited,"58, Beachland Way, Behind Amazing Grace House, Arepo, Ogun.",Sales & Inst Major ,01/08/2025,31/07/2030
HB-Tronics Engineering Nig. Ltd,"No. 51, Owodunni Street, Onipanu, Oshidi-Isolo, Lagos.",Sales & Inst Major ,01/08/2025,31/07/2030
Won Global Links Limited,"House 9b, Bridgegate Estate, Lekki, Lagos State.",Sales & Inst Major ,01/08/2025,31/07/2030
Teko Projekts Limited,"Plot 32b, Oba Lateef Adams Estate, Cement, Lagos State.",Sales & Inst Major ,01/08/2025,31/07/2030
J. Walters Media Ltd,"Suite E6, Bobsar Plaza, Michika Street, Area 11, Garki, Abuja.",Sales & Inst Major ,01/08/2025,31/07/2030
Jowal Associates Limited,"Plot PL 18543, Zaria Road, Layout Behind ECWA Staff School, By EMS School, Zaria Road, Jos, Plateau State.",Sales & Inst Major ,01/09/2025,31/08/2030
Henry Wilson Limited,"Onafeko House, 200 Igbosere Street, Obalende, Lagos State.",Sales & Inst Major ,01/09/2025,31/08/2030
Clastel Nig Ltd,"10 Olubunmi Owa Street, Lekki Phase 1, Lagos.",Sales & Inst Major ,01/10/2025,30/09/2030
Brookfield West Ltd,"35B, Chief Collins Street, Lekki Phase 1, Lagos State.",Sales & Inst Major ,01/11/2025,31/10/2030
Cambridge Broadband Networks Nigeria Ltd,"21B, Olori Muyibat Oyefusi Street, Lekki Phase 1, Lagos State.",Sales & Inst Major ,01/11/2025,31/10/2030
Gridx Tech Limited,"8b Reeve Road, Airforce Block, Ikoyi, Lagos.",Sales & Inst Major ,01/12/2025,30/11/2030
Drausnet Limited,"Plot 5, Block V, Ganiyu Enitan Street, Lekki-Ajah, Lagos.",Sales & Inst Major ,01/12/2025,30/11/2030
Stratepro Veritas Technologies Limited,"17, Off Allen Avenue Street, Ikeja, Lagos State.",Sales & Inst Major ,01/12/2025,30/11/2030
Andster Engineering Limited,"73, Allen Avenue, Ikeja, Lagos State.",Sales & Inst Major ,01/12/2025,30/11/2030
Prewitt Oak International Limited,"Suite 1, Grandview Court 2, Ibironke Ibrahim (Off Gbangbala Street), Ikate Lekki, Lagos State.",Sales & Inst Major ,01/12/2025,30/11/2030
Teletop Networks Limited,"1 Salami Close, Ketu, Lagos.",Sales & Inst Major ,01/12/2025,30/11/2030
Atlas Tower Management Services Limited,"The Waterfront, Plot B, Block 12E, Admiralty Way, Lekki, Lagos.",Sales & Inst Major ,01/12/2025,30/11/2030
Task Systems Ltd,"5, Redemption Crescentm Gbagada, Lagos.",Sales & Inst Major ,01/01/2026,31/12/2030
Tenth Associates Limited,"Plot 2368, Off Welfare Quaters, Makurdi, Benue.",Sales & Inst Major ,01/01/2026,31/12/2030
Niteolite Nigeria Ltd,"Blk 152 F2, Alaka, Surulere, Lagos.",Sales & Inst Major ,01/01/2026,31/12/2030
Sycomp Global Integration Technologies Nigeria Limited,"St. Nicholas House, Catholic Mission Street,Lagos.",Sales & Inst Major ,01/01/2026,31/12/2030
